movieId,Year ,title,genres,imdb,Tmdb,Youtubelink,viewCount,likeCount,dislikeCount,commentCount
106062,2013,Jackass Presents: Bad Grandpa (2013),Comedy,3063516,208134,_MSrAwfagG4,26084610,136373,4435,14639
115071,2014,Jackass Presents: Bad Grandpa .5 (2014),Comedy|Documentary,3766424,273641,_MSrAwfagG4,26084610,136373,4435,14639
106561,2013,Krrish 3 (2013),Action|Adventure|Fantasy|Sci-Fi,1029231,204435,MCCVVgtI5xU,25918051,71539,13049,30273
130842,2015,Power/Rangers (2015),Action|Adventure|Sci-Fi,4475970,327029,vw5vcUPyL90,23401734,316069,11477,28663
116823,2014,The Hunger Games: Mockingjay - Part 1 (2014),Adventure|Sci-Fi|Thriller,1951265,131631,C_Tsj_wTJkQ,22216595,138398,3163,14721
106782,2013,"Wolf of Wall Street, The (2013)",Comedy|Crime|Drama,993846,106646,iszwuX1AK6A,22002237,70936,3034,11619
84304,2011,What Women Want (a.k.a. I Know a Woman's Heart) (2011),Comedy|Romance,1667150,62976,4LErjzY_wKI,21992727,58374,4579,3332
93270,2012,Project X (2012),Comedy,1636826,57214,1Rl1TJG17Wk,21868839,39182,5221,16808
95441,2012,Ted (2012),Comedy|Fantasy,1637725,72105,9fbo_pQvU7M,21728271,44517,2619,6533
87222,2011,Kung Fu Panda 2 (2011),Action|Adventure|Animation|Children|Comedy|IMAX,1302011,49444,YdaMGcOyfjM,21413990,25992,1748,4935
80363,2010,Resident Evil: Afterlife (2010),Action|Horror|Sci-Fi|Thriller|IMAX,1220634,35791,9dc5iiT0f1s,21160960,31002,3364,20378
111362,2014,X-Men: Days of Future Past (2014),Action|Adventure|Sci-Fi,1877832,127585,gsjtg7m1MMM,21068731,57004,2645,8124
102033,2013,Pain & Gain (2013),Action|Comedy|Crime,1980209,134374,SEQ8jyvmYtw,20661326,49024,2766,7038
105355,2013,Blue Is the Warmest Color (La vie d'AdÌÄå¬le) (2013),Drama|Romance,2278871,152584,Y2OLRrocn3s,20531214,23194,5633,2406
94677,2012,"Dictator, The (2012)",Comedy,1645170,76493,cYplvwBvGA4,20421376,51872,3374,11801
119655,2014,Seventh Son (2014),Adventure|Children|Fantasy,1121096,68737,F4zX--5Ils8,20418990,33263,2146,5205
115617,2014,Big Hero 6 (2014),Action|Animation|Comedy,2245084,177572,z3biFxZIJOQ,19899165,53961,3437,6986
79695,2010,"Expendables, The (2010)",Action|Adventure|Thriller,1320253,27578,C6RU5y2fU6s,19654954,35063,1306,16746
81156,2010,Jackass 3D (2010),Action|Comedy|Documentary,1116184,16290,fKwjU_pSSW4,19616200,40058,1154,7441
109189,2014,Endless Love (2014),Drama|Romance,2318092,226857,TRXGch6675Q,19273366,50862,2152,3205
104908,2013,Insidious: Chapter 2 (2013),Horror|Thriller,2226417,91586,fBbi4NeebAk,19088966,47224,2841,10347
106072,2013,Thor: The Dark World (2013),Action|Adventure|Fantasy|IMAX,1981115,76338,npvJ9FTgZbM,18942978,70777,2692,12137
111659,2014,Maleficent (2014),Action|Adventure|Children|IMAX,1587310,102651,w-XO4XiRop0,18870305,52699,2704,6261
81417,2010,Paranormal Activity 2 (2010),Horror|IMAX,1536044,41436,07XbSk7Rjt4,18829754,11796,1852,7268
95167,2012,Brave (2012),Action|Adventure|Animation|Children,1217209,62177,TEHWDA_6e3M,18431342,42880,3428,12855
84374,2011,No Strings Attached (2011),Comedy|Romance,1411238,41630,Ubfcfs98MBw,18389448,18926,1328,2941
105357,2013,Tyler Perry's Temptation: Confessions of a Marriage Counselor (2013),Drama,2070862,97006,SDfTwu2CgDY,18032433,49211,5664,7033
102716,2013,"Fast & Furious 6 (Fast and the Furious 6, The) (2013)",Action|Crime|Thriller|IMAX,1905041,82992,C_puVuHoR6o,17980385,41894,2203,4924
112788,2014,Sex Tape (2014),Comedy,1956620,225886,sxl4aOyHSwo,17833085,5665,1255,472
102880,2013,After Earth (2013),Action|Adventure|Sci-Fi|IMAX,1815862,82700,CZIt20emgLY,17624289,42816,3543,11309
94777,2012,Men in Black III (M.III.B.) (M.I.B.Ìâå_) (2012),Action|Comedy|Sci-Fi|IMAX,1409024,41154,IyaFEBI_L24,17619668,68937,1309,12879
103539,2013,The Spectacular Now (2013),Comedy|Drama|Romance,1714206,157386,XDTBLSkUmYk,17613298,79168,1179,4518
119145,2015,Kingsman: The Secret Service (2015),Action|Adventure|Comedy|Crime,2802144,207703,kl8F-8tR8to,17410629,52982,1857,3128
107069,2013,Lone Survivor (2013),Action|Drama|Thriller|War,1091191,193756,yoLFk4JK_RM,17384538,40390,3300,11207
93420,2011,"Art of Flight, The (2011)",Adventure|Documentary,1646967,68450,kh29_SERH0Y,17089676,77131,1123,6636
117109,2014,Too Many Cooks (2014),Comedy,3534838,301566,QrGrOK8oZG8,16759960,220301,7336,23018
118762,2014,Action Jackson (2014),Action|Drama|Romance,403935,308165,YubQzbzGHps,16609749,22338,4664,2587
118278,2011,In Your Hands (2011),Drama,1235853,57387,l9Ii6xqF1-4,16481892,3395,2834,75
112818,2014,"Purge: Anarchy, The (2014)",Action|Horror|Thriller,2975578,238636,XzFCDqKE4yA,16439272,33970,2275,9830
114662,2014,American Sniper (2014),Action|War,2179136,190859,5bP1f_1o-zo,16046922,44898,4382,11255
92420,2012,Chronicle (2012),Action|Sci-Fi|Thriller,1706593,76726,i-M5Qx57_UU,15913735,46241,1429,14639
121103,2011,Justin Bieber: Never Say Never (2011),Documentary,1702443,54518,COJCN3Mhr14,15874919,42873,31396,13882
91490,2010,Sharktopus (2010),Action|Horror|Sci-Fi,1619880,46020,U87zVkIXNI0,15832036,12077,9726,8769
108216,2013,Cargo (2013),Action|Drama|Fantasy|Horror,2842128,182972,gryenlQKTbE,15460984,191721,1476,9854
110553,2014,The Amazing Spider-Man 2 (2014),Action|Sci-Fi|IMAX,1872181,102382,DlM2CWNTQ84,15395055,63676,3152,12517
127136,2015,True Story (2015),Drama|Mystery|Thriller,2273657,245706,Y_NiP_bqlns,15112647,58099,1205,3695
95602,2011,Once Upon a Time in Phuket (En gÌÄå´ng i Phuket) (2011),Comedy,2082262,86980,lEV5AFFcZ-s,14828866,110564,8225,25685
80969,2010,Never Let Me Go (2010),Drama|Romance|Sci-Fi,1334260,42188,sXiRZhDEo8A,14638172,40914,1074,5314
110771,2014,"Other Woman, The (2014)",Comedy|Romance,2203939,193610,oDcaZ3StTfI,14530983,18668,2000,2091
95058,2012,Cosmopolis  (2012),Drama,1480656,49014,q3ZmIwteUAY,14453922,6807,3799,2736
113715,2013,Lights Out (2013),Horror|Thriller,3605002,259761,FUQhNGEu2KA,14272441,89664,3406,7616
99145,2012,"Impossible, The (Imposible, Lo) (2012)",Drama|Thriller,1649419,80278,Bgw394ZKsis,13868745,53484,1636,8107
112412,2014,Perfect Sisters (2014),Drama|Mystery,2027231,206192,rlmILXxZUYc,13804793,53701,3159,2691
101997,2013,Scary Movie 5 (Scary MoVie) (2013),Comedy,795461,4258,RMDZ8M47j0I,13681829,30627,7056,11201
128488,2015,Wild Card (2015),Action|Crime|Drama|Thriller,2231253,265208,7fJGbTfFPkM,13506105,21085,976,1225
104947,2012,At Any Price (2012),Drama|Thriller,1937449,121789,pCejqfqoQZA,13466350,20617,904,748
117843,2010,Oppressed Majority (2010),Drama,1684911,254582,V4UWxlVvT1A,13226346,,,
88108,2011,Monte Carlo (2011),Adventure|Comedy|Romance,1067774,59860,Rxm_bVVhbr8,13125963,38371,1987,5979
114707,2014,Horns (2014),Horror|Mystery,1528071,149509,B8s_1UcdoNI,13071529,57767,2665,6082
112767,2014,Premature (2014),Comedy,2182256,253310,diYMQYpdBd8,12968365,17221,3231,1286
131013,2015,Get Hard (2015),Comedy|Crime,2561572,257091,lEqrpuU9fYI,12776319,31778,1742,2171
111622,2013,Begin Again (2013),Comedy|Romance,1980929,198277,uTRCxOE7Xzc,12709659,37719,968,1571
114180,2014,"Maze Runner, The (2014)",Action|Mystery|Sci-Fi,1790864,198663,64-iSYVmMVY,12570610,66199,1168,6392
110809,2014,Vampire Academy (2014),Action|Comedy|Fantasy,1686821,203739,E1ERrnYunBg,12516566,40041,3246,4841
82461,2010,Tron: Legacy (2010),Action|Adventure|Sci-Fi|IMAX,1104001,20526,L9szn1QQfas,12511633,25769,1132,4416
92509,2012,"Vow, The (2012)",Drama|Romance,1606389,72570,8swF2-R6X9A,12492180,24584,818,3666
112552,2014,Whiplash (2014),Drama,2582802,244786,7d_jQycdQGo,12450142,35623,1178,3259
118997,2014,Into the Woods (2014),Children|Comedy|Fantasy|Musical,2180411,224141,2Byk9Is3TjY,12411581,37985,2281,3374
125916,2015,Fifty Shades of Grey (2015),Drama|Romance,2322441,216015,S7jE27USh68,12210177,27888,1560,1733
103366,2013,Redemption (Hummingbird) (2013),Action|Crime|Thriller,1893256,136418,82XwtyTU_1k,12017757,17905,1032,1981
112905,2013,Goliyon Ki Raasleela Ram-Leela (2013),Drama|Romance,2215477,235984,StphRCLkx6Q,11828704,26827,4860,1853
82152,2011,Beastly (2011),Drama|Fantasy|Romance,1152398,38117,Neo6W1f7hyY,11773246,45314,1718,11200
108932,2014,The Lego Movie (2014),Action|Adventure|Animation|Children|Comedy|Fantasy,1490017,137106,lPnY2NjSjrg,11731426,61285,2332,13580
81562,2010,127 Hours (2010),Adventure|Drama|Thriller,1542344,44115,OlhLOWTnVoQ,11512426,30574,713,8439
119218,2012,The Punisher: Dirty Laundry (2012),Action|Crime|Drama,2280378,120605,bWpK0wsnitc,11482931,186726,2324,23140
109374,2014,"Grand Budapest Hotel, The (2014)",Comedy|Drama,2278388,120467,1Fg5iWmQjwk,11461096,39879,1042,2942
85397,2011,Red Riding Hood (2011),Fantasy|Horror|Mystery|Thriller,1486185,49730,PM8V3cHdSC4,11265647,18568,3615,9222
84944,2011,Rango (2011),Action|Adventure|Animation|Children|Comedy|Western,1192628,44896,k-OOfW6wWyQ,11179259,14278,1053,2447
111617,2014,Blended (2014),Comedy,1086772,232672,8MuWt2X59fo,11117667,34477,2475,2253
128592,2015,The Boy Next Door (2015),Mystery|Thriller,3181822,241251,MgbBwovOOoc,11115364,22261,1574,2934
80858,2010,You Again (2010),Comedy,1414382,38303,S1-UMzt9e34,11060528,23634,696,227
99848,2010,It's About You (2010),Documentary,1840343,83731,S1-UMzt9e34,11060528,23634,696,227
74688,2010,Dear John (2010),Drama|Romance|War,989757,22971,r0fq5dd0C60,10886478,29787,784,4516
103543,2013,"Lifeguard, The (2013)",Comedy|Drama,2265534,157375,x92mfhWERew,10850929,35307,923,1391
113348,2014,Teenage Mutant Ninja Turtles (2014),Action|Adventure|Comedy,1291150,98566,dwXFsrp6WBs,10762725,28700,3593,9215
88744,2011,Rise of the Planet of the Apes (2011),Action|Drama|Sci-Fi|Thriller,1318514,61791,EbCoDf44oCE,10621349,8474,781,3774
122569,2013,Non-Stop (2013),Drama|Mystery|Thriller,2857160,240913,jiHDJ19A3dk,10580904,26995,974,4184
113719,2013,2AM: The Smiling Man (2013),Horror,3330828,297167,_u6Tt3PqIfQ,10514592,114997,7961,21493
78499,2010,Toy Story 3 (2010),Adventure|Animation|Children|Comedy|Fantasy|IMAX,435761,10193,TNMpa5yBf5o,10450729,8451,1108,2634
127096,2015,Project Almanac (2015),Sci-Fi|Thriller,2436386,227719,KnGcWVoxftI,10416583,23631,1969,2281
113780,2014,"As Above, So Below (2014)",Horror|Thriller,2870612,256274,wVuv1Ey3oIM,10240385,34930,1999,9154
103253,2013,Elysium (2013),Action|Drama|Sci-Fi|IMAX,1535108,68724,oIBtePb-dGY,10061484,24293,1210,6461
112089,2012,So Undercover (2012),Action|Comedy,1766094,93837,fUNXNLyr7tU,10040722,29986,2193,3288
79588,2010,Charlie St. Cloud (2010),Drama|Fantasy|Romance,1438254,37950,MzgOvvMi8Lg,9865415,37937,920,4412
112303,2014,Think Like a Man Too (2014),Comedy|Romance,2239832,184098,N8b6kVSZNLE,9825931,25510,3303,2193
113238,2012,And While We Were Here (2012),Drama,1972819,139997,rNk1YL9G2QA,9791930,49526,677,654
104879,2013,Prisoners (2013),Drama|Mystery|Thriller,1392214,146233,bpXfcTF6iVk,9721959,22836,817,4942
106002,2013,Ender's Game (2013),Action|Adventure|Sci-Fi|IMAX,1731141,80274,vP0cUBi4hwE,9664654,29481,1904,15517
92507,2012,Safe House (2012),Action|Crime|Mystery|Thriller,1599348,59961,oWzTOoOpFa8,9651345,5888,572,1633
74458,2010,Shutter Island (2010),Drama|Mystery|Thriller,1130884,11324,5iaYLCiq5RM,9465415,23379,648,4853
104379,2013,Chennai Express (2013),Action|Adventure|Comedy,2112124,205022,hZGR5Sj1Bfo,9389774,50416,5946,29782
131262,2014,Innocence (2014),Adventure|Fantasy|Horror,1724965,286971,YWmbl_7VVYk,9388799,23258,465,1127
110968,2014,Pompeii (2014),Action|Adventure|Drama,1921064,76649,t6TRwfxDICM,9356709,17103,2447,4190
101739,2013,Evil Dead (2013),Horror,1288558,109428,FKFDkpHCQz4,9332507,12912,1660,4715
86320,2011,Melancholia (2011),Drama|Sci-Fi,1527186,62215,wzD0U841LRM,9219329,13920,1333,4493
109483,2014,That Awkward Moment (2014),Comedy|Romance,1800246,225565,wRcVgJjnFLo,9217710,27073,969,1036
91104,2011,"Twilight Saga: Breaking Dawn - Part 1, The (2011)",Adventure|Drama|Fantasy|Romance,1324999,50619,PQNLfo-SOR4,9209657,23546,1369,4095
101142,2013,"Croods, The (2013)",Adventure|Animation|Comedy,481499,49519,4fVCKy69zUY,9187172,11494,1399,1031
106785,2013,Homefront (2013),Action|Crime|Thriller,2312718,204082,tjSOj8b804U,9174953,23789,859,2821
85020,2011,"Mechanic, The (2011)",Action|Drama|Thriller,472399,27582,CMklQNn0OH0,9145652,8739,438,1982
88125,2011,Harry Potter and the Deathly Hallows: Part 2 (2011),Action|Adventure|Drama|Fantasy|Mystery|IMAX,1201607,12445,I_kDb-pRCds,9010754,39365,835,15800
93363,2012,John Carter (2012),Action|Adventure|Sci-Fi|IMAX,401729,49529,6Rf55GTEZ_E,8973951,9106,1056,3104
111663,2014,Zombeavers (2014),Action|Comedy|Horror,2784512,254474,7onFrBK_hKE,8951267,14786,3359,2959
109576,2013,Welcome to the Jungle (2013),Comedy,2193265,205724,kRzSImxqQtA,8946700,10235,1101,1413
89470,2011,Contagion (2011),Sci-Fi|Thriller|IMAX,1598778,39538,4sYSyuuLk5g,8824251,13223,1152,5901
80549,2010,Easy A (2010),Comedy|Romance,1282140,37735,KNbPnqyvItk,8821095,20596,602,3128
112623,2014,Dawn of the Planet of the Apes (2014),Sci-Fi,2103281,119450,DpSaTrW4leg,8674742,24263,1210,2708
98000,2012,Student of the Year (2012),Comedy|Romance,2172071,138122,fivOhPjX9YM,8653128,29549,4369,800
114492,2014,Not Cool (2014),Comedy,3569356,292483,nqRxlXWu-E4,8544969,234936,4776,27584
109897,2014,Son of God (2014),Drama,3210686,235260,WcIXCok9HPg,8472178,34467,3588,16688
112193,2012,Sexual Chronicles of a French Family (Chroniques sexuelles d'une famille d'aujourd'hui) (2012),Comedy|Drama,1753584,112160,uZq9OfchXEE,8466032,2794,1916,115
120867,2013,Tropico (2013),Drama|Fantasy|Romance,3384034,241287,VwuHOQLSpEg,8447899,185388,4702,14677
91386,2011,Happy Feet Two (2011),Animation|Children|Comedy|IMAX,1402488,65759,gKWNUyTGqss,8383049,7468,962,1621
103137,2013,"Bling Ring, The (2013)",Crime|Drama,2132285,96936,r4c6hmrwba0,8343385,16660,1092,2165
104243,2013,Riddick (2013),Action|Sci-Fi|Thriller|IMAX,1411250,87421,zH3O-CeZckE,8337053,17522,1235,4218
114601,2014,This Is Where I Leave You (2014),Comedy|Drama,1371150,239678,fH0cEP0mvlU,8324185,23812,1395,1387
92427,2011,Woman in Love (Rubbeldiekatz) (2011),Comedy,1802810,80125,Fd8XA7raLo8,8280306,3144,2701,137
107559,2011,Am Ende eiens viel zu kurzen Tages (Death of a superhero) (2011),Animation|Drama,1384927,91551,xgbvfm3Gflg,8278896,22556,1264,2110
99335,2013,Addicted (2013),Drama,2205401,235271,ZdZ0lUxunbA,8264699,13203,1270,1575
120466,2015,Chappie (2015),Action|Thriller,1823672,198184,HhNshgSYF_M,8261549,22970,756,3444
119705,2012,Piranhaconda (2012),Horror|Sci-Fi,1886644,115084,fcDaxyLfrNk,8249594,6714,2762,1944
88179,2011,One Day (2011),Drama|Romance,1563738,51828,zVuuooZqVaU,8235693,35520,730,1499
116213,2013,Walking With Dinosaurs (2013),Adventure|Animation|Children,1762399,77951,P7lBKBxIwGM,8211486,17413,1554,2620
129937,2015,Run All Night (2015),Action|Crime|Drama|Thriller,2199571,241554,7uDuFh-nC-c,8207889,14157,705,1597
101362,2013,Olympus Has Fallen (2013),Action|Thriller,2302755,117263,vwx1f0kyNwI,8205428,14761,1682,7335
109372,2014,About Last Night (2014),Comedy|Romance,1826590,222899,nNZFE3z0T7E,8128433,24351,841,789
85414,2011,Source Code (2011),Action|Drama|Mystery|Sci-Fi|Thriller,945513,45612,NkTrG-gpIzE,8088237,14017,388,4922
107949,2013,"Invisible Woman, The (2013)",Drama|Romance,1700845,111473,WDMHb3GetIc,8066899,12555,809,669
102123,2013,This Is the End (2013),Action|Comedy,1245492,109414,Yma-g4gTwlE,7918880,16559,864,2337
115210,2014,Fury (2014),Action|Drama|War,2713180,228150,q94n3eWOWXM,7829230,12022,1109,1621
111628,2011,Mega Python vs. Gatoroid (2011),Action|Horror|Sci-Fi,1680138,56171,R4yBv4sSKTw,7800358,3202,3822,3376
80586,2010,Flipped (2010),Comedy|Drama|Romance,817177,43949,RDlXdujRSD8,7653205,36012,480,5659
126560,2013,Love Steaks (2013),(no genres listed),2960270,239030,_tOiEuKSrsM,7605755,3609,2012,140
100737,2013,Snitch (2013),Action|Drama|Thriller,882977,134411,rieI5g9fgRc,7552764,11383,576,2064
115414,2014,Left Behind (2014),Action|Sci-Fi|Thriller,2467046,218043,GrXe8YDbzYs,7525243,15038,2885,7152
109042,2013,Knights of Badassdom (2013),Adventure|Comedy|Fantasy,1545660,74461,zyougFDZ7zU,7513201,21695,1487,3569
117310,2013,Aashiqui 2 (2013),Drama|Musical|Romance,2203308,192558,FyXXgpPqe6w,7375811,42361,1866,2777
114184,2014,Camp X-Ray (2014),Drama,2994190,244506,_1MDrwqjeGo,7316334,25008,3522,5575
79592,2010,"Other Guys, The (2010)",Action|Comedy,1386588,27581,D6WOoUG1eNo,7307791,11188,405,2492
98491,2012,Paperman (2012),Animation|Comedy|Romance,2388725,140420,mM6cLnscmO8,7246766,30948,1388,2125
127212,2015,The Stanford Prison Experiment (2015),Drama|Thriller,420293,308032,3XN2X72jrFk,7238781,36860,971,3047
105653,2013,Escape Plan (2013),Action|Mystery|Thriller,1211956,107846,CI4EjV_x_PQ,7237338,14049,728,2221
121231,2014,It Follows (2014),Horror,3235888,270303,HkZYbOH0ujw,7216518,18987,1385,3550
96448,2012,Piranha 3DD (a.k.a. Piranha DD) (2012),Comedy|Horror,1714203,71668,4LZCHqLMKeU,7208833,4252,2258,2845
103861,2010,"Battle for Marjah, The (2010)",Documentary|War,1866255,58291,b9Pq5JZ2Fd8,7207126,28495,1939,10283
109848,2013,Under the Skin (2013),Horror|Sci-Fi|Thriller,1441395,97370,NoSWbyvdhHw,7203054,8141,875,1671
95105,2012,Madagascar 3: Europe's Most Wanted (2012),Adventure|Animation|Children|Comedy|IMAX,1277953,80321,PlkWVkpP59U,7155169,10379,1043,1403
80166,2010,"Switch, The (2010)",Comedy|Romance,889573,41210,EEYqgyXyk9A,7110658,8819,368,1029
103228,2013,Pacific Rim (2013),Action|Adventure|Sci-Fi|IMAX,1663662,68726,zA92Rw6kNWw,7097000,25717,1086,7921
111759,2014,Edge of Tomorrow (2014),Action|Sci-Fi|IMAX,1631867,137113,yUmSVcttXnI,7089343,16587,639,2852
103335,2013,Despicable Me 2 (2013),Animation|Children|Comedy|IMAX,1690953,93456,yM9sKpQOuEw,7086225,13655,2143,568
99005,2012,Fire with Fire (2012),Action|Crime|Drama,1925431,139567,j9Auh9MI-Kw,6994770,8290,427,535
94864,2012,Prometheus (2012),Action|Horror|Sci-Fi|IMAX,1446714,70981,HHcHYisZFLU,6937343,28004,723,9538
92010,2011,Case dÌÄå©part (2011),Comedy,1821362,66118,28dHbIR_NB4,6936775,27190,1611,2195
112946,2014,Wish I Was Here (2014),Comedy|Drama,2870708,231576,kw8VCDx399I,6912113,,,
103723,2011,Mean Girls 2 (2011),Comedy,1679235,51481,V64B9WObjfg,6882527,10609,14329,6147
103150,2013,Hammer of the Gods (2013),Action,2193418,192538,MUrL7GcgHO0,6872308,4084,1422,1764
95197,2012,Bel Ami (2012),Drama|Romance,1440732,86467,HlFlZVLG46c,6834000,5273,995,542
90524,2011,Abduction (2011),Action|Drama|Mystery|Thriller,1600195,59965,CEVkp5Je7m0,6831143,14125,865,1855
127323,2015,Vice (2015),Action|Adventure|Sci-Fi|Thriller,3480796,307663,ETtLM0NI-Ug,6699286,5694,1367,1205
129370,2015,"SpongeBob Movie: Sponge Out of Water, The (2015)",Adventure|Animation|Children|Comedy,2279373,228165,TGjbpO1toTc,6697255,31095,2140,1047
100072,2012,MetsÌÄå_n tarina (2012),Documentary,2066922,159203,yY3f6UpGi9c,6694493,23613,2359,2769
104312,2013,"Mortal Instruments: City of Bones, The (2013)",Action|Adventure|Drama|IMAX,1538403,123553,hc4CiTvQ-YE,6634284,30314,1065,11462
97938,2012,Life of Pi (2012),Adventure|Drama|IMAX,454876,87827,j9Hjrs6WQ8M,6622966,15483,1051,2245
118082,2014,The Voices (2014),Comedy|Crime|Thriller,1567437,244458,3hQpV9Q0A7E,6594348,19997,1082,1507
129788,2013,Raanjhanaa (2013),Drama|Romance,2359810,191121,ER9vmhxFucg,6590528,18551,1221,4394
100810,2013,Dark Skies (2013),Horror|Sci-Fi|Thriller,2387433,145135,K8iLp1xQtPQ,6521998,10129,1025,3931
91622,2011,Young Adult (2011),Comedy|Drama,1625346,57157,Ar_-v7dEEoo,6511843,4515,957,868
89745,2012,"Avengers, The (2012)",Action|Adventure|Sci-Fi|IMAX,848228,24428,hIR8Ar-Z4hw,6496456,31206,1030,6093
86815,2011,Soul Surfer (2011),Action|Drama,1596346,43959,MWeOjBCi3c4,6470319,8002,306,2189
112907,2014,"Villain, The (Ek Villain) (2014)",Action|Romance|Thriller,3175038,276935,ruO0VrqOkdE,6437986,22337,1449,1518
124859,2014,The Gambler (2014),Crime|Drama|Thriller,2039393,284536,Y5gPQXbFs9Y,6425419,8681,660,885
91500,2012,The Hunger Games (2012),Action|Adventure|Drama|Sci-Fi|Thriller,1392170,70160,mfmrPu43DF8,6423054,19745,693,5351
112138,2014,22 Jump Street (2014),Action|Comedy|Crime,2294449,187017,qP755JkDxyM,6411402,56537,2285,2996
119155,2014,Night at the Museum: Secret of the Tomb (2014),Adventure|Children|Comedy|Fantasy,2692250,181533,Hr1fFMp0MqU,6308985,18936,831,2335
98239,2012,Red Dawn (2012),Action|War,1234719,60747,nGoe7BdGdlg,6290872,18480,2823,11209
115149,2014,John Wick (2014),Action|Thriller,2911666,245891,RllJtOw0USI,6278813,13134,722,1816
104129,2013,Man of Tai Chi (2013),Action|IMAX,2016940,76544,HIKQCZDYfEI,6242389,8247,463,1304
115381,2014,"Alexander and the Terrible, Horrible, No Good, Very Bad Day (2014)",Comedy,1698641,218778,Z_dideF5qvk,6224606,15457,1121,1607
74530,2010,Percy Jackson & the Olympians: The Lightning Thief (2010),Adventure|Fantasy,814255,32657,xko1Mx5w4tg,6213707,13423,976,6865
92439,2011,"Art of Getting By, The (2011)",Drama|Romance,1645080,64678,tueRW54vj4Y,6200565,24952,368,3488
90647,2011,Puss in Boots (2011),Adventure|Animation|Comedy|Fantasy|IMAX,448694,58423,Znuq-daWfLE,6157948,7642,670,634
98243,2012,Rise of the Guardians (2012),Adventure|Animation|Children|Fantasy|IMAX,1446192,81188,aPLiBxhoug0,6122512,17756,653,2788
94953,2012,Wanderlust (2012),Comedy,1655460,50647,8Wg4VvOcYho,6084211,11752,734,464
115170,2014,"Judge, The (2014)",Drama,1872194,205587,ZBvK6ni97W8,6065323,22865,657,1120
110603,2014,God's Not Dead (2014),Drama,2528814,249660,bMjo5f9eiX8,5997450,35385,12390,24506
81784,2010,Morning Glory (2010),Comedy|Drama|Romance,1126618,38357,s9lWUqraDoU,5979081,7330,306,1416
127154,2015,The Mask You Live In (2015),Documentary,3983674,224972,hc45-ptHMxo,5962817,25256,2465,6005
98296,2012,Deadfall (2012),Crime|Drama|Thriller,1667310,97614,1IWaBAwTf2U,5859513,5895,514,1184
126430,2010,The Pacific (2010),Action|Adventure|Drama|War,374463,189197,e99B80crU3E,5776494,10819,310,3031
103141,2013,Monsters University (2013),Adventure|Animation|Comedy,1453405,62211,JbeFIfS8uno,5726423,14019,1545,1626
109673,2014,300: Rise of an Empire (2014),Action|Drama|War|IMAX,1253863,53182,jGEERBDelH8,5705730,15734,867,2573
109516,2012,Apartment 1303 3D (2012),Horror,1540767,160070,1ruBY0VhY1I,5697746,7922,4599,2283
86332,2011,Thor (2011),Action|Adventure|Drama|Fantasy|IMAX,800369,10195,uHBnrJowBZE,5684355,9532,411,3130
78039,2010,Blue Valentine (2010),Drama|Romance,1120985,46705,3oiY7W7nDeE,5681455,12122,405,1425
109093,2011,Don 2 (2011),Action|Crime|Mystery|Romance|Thriller,1285241,41109,_X5w-6PqoZ0,5657636,18333,1019,8257
